年月日,Data Field,1101 台泥,1102 亞泥,1216 統一,1301 台塑,1303 南亞,1326 台化,1402 遠東新,2002 中鋼,2105 正新,2801 彰銀,2823 中壽,2880 華南金,2881 富邦金,2882 國泰金,2883 開發金,2884 玉山金,2885 元大金,2886 兆豐金,2887 台新金,2890 永豐金,2891 中信金,2892 第一金,5880 合庫金,5871 中租-KY,9904 寶成,6505 台塑化,2303 聯電,2330 台積電,2408 南亞科,2454 聯發科,2301 光寶科,2357 華碩,2382 廣達,2395 研華,4938 和碩,2409 友達,3008 大立光,3481 群創,2412 中華電,3045 台灣大,4904 遠傳,2308 台達電,2317 鴻海,2354 鴻準,2474 可成
2017/1/9,收盤價(元),29.43,24.76,48.62,81.38,65.48,86.49,22.83,22.89,57.92,14.93,26.11,14.01,47.42,44.93,7.18,14.98,11.13,20.85,10.09,7.97,16.27,15.19,12.22,50.67,35.97,98.14,10.74,171.8,45.39,201.88,42.79,238.81,55.21,220.24,69.73,10.95,3899.73,11.9,93.21,95.24,66.37,149.5,95.17,78.5,210.08
2017/1/10,收盤價(元),29.47,24.67,48.17,80.74,64.86,85.07,23.01,22.89,57.09,14.97,26.16,14.01,47.7,45.11,7.17,14.94,11.18,21.07,10,7.93,16.27,15.23,12.26,50.4,36.24,97.69,10.79,171.8,44.55,199.55,42.4,240.14,55.12,219.81,70.53,10.91,4021.29,11.85,93.21,95.24,66.28,148.57,95.74,78.4,209.14
2017/1/11,收盤價(元),30.19,25.09,48.44,80.56,64.24,85.16,23.11,23.35,58.47,15.06,26.03,14.05,47.42,44.93,7.18,15.07,11.27,21.16,10.13,7.98,16.27,15.28,12.31,50.49,36.47,96.79,10.79,169.94,44.64,200.48,43.36,241.92,56.47,220.67,66.24,10.91,4055.33,11.8,92.75,96.59,66.37,151.35,95.97,78.5,204.92
2017/1/12,收盤價(元),30.61,25.61,48.8,81.92,65.12,87.2,23.39,23.4,58.47,15.28,25.5,14.18,47.88,44.65,7.23,15.19,11.55,21.34,10.17,8.01,16.27,15.32,12.35,50.76,36.2,97.24,10.93,172.27,43.99,201.88,42.58,245.03,56.92,224.09,65.07,10.99,4123.4,11.9,93.21,96.14,66.37,156.9,96.08,77.76,201.17
2017/1/13,收盤價(元),30.36,25.66,49.33,82.1,65.12,87.83,23.34,23.45,58.28,15.28,24.75,14.09,47.06,44.38,7.2,15.15,11.55,21.34,10.17,7.99,16.22,15.32,12.35,50.85,36.61,97.24,10.93,169.47,43.24,200.02,43.1,245.91,57.37,227.51,65.7,11.12,4123.4,12.04,93.21,97.04,66.82,156.44,95.97,78.31,202.58
2017/1/16,收盤價(元),30.19,25.33,48.89,80.65,64.5,86.76,23.15,23.21,57.73,15.23,24.47,13.92,46.23,43.37,7.13,14.98,11.41,21.07,10.09,7.99,16,15.23,12.26,50.58,36.38,94.08,10.79,167.6,43.38,195.83,42.23,244.14,56.92,224.09,66.06,10.95,4133.13,11.85,93.21,96.59,67.27,155.51,95.17,77.67,205.39
2017/1/17,收盤價(元),29.98,25.42,49.15,81.19,64.77,87.11,23.15,23.21,58.01,15.15,24.59,14.01,47.06,43.55,7.16,15.15,11.46,20.98,10.09,8,16.04,15.28,12.22,50.67,36.52,94.08,10.79,169,44.5,198.62,42.71,244.14,57.01,225.37,65.79,10.95,4279,11.9,93.66,97.04,67,156.44,95.74,78.4,209.14
2017/1/18,收盤價(元),29.9,25,48.44,79.03,65.3,84,23.53,23.4,57.18,15.15,24.96,13.92,46.32,43.05,7.12,15.15,11.46,20.81,10.13,7.96,16,15.23,12.22,50.58,36.34,94.53,10.79,169,44.69,196.76,42.14,241.48,56.92,224.94,65.79,11.04,4322.77,12.22,92.75,96.59,67.18,155.51,94.94,78.59,207.74
2017/1/19,收盤價(元),29.22,24.76,48.98,79.39,64.24,84.27,23.57,23.4,57.27,15.1,24.8,13.88,46.05,42.96,7.1,14.98,11.46,20.89,10.05,7.92,15.86,15.14,12.22,50.31,35.83,93.63,10.74,168.53,44.97,198.16,41.62,240.59,57.37,225.8,66.68,10.95,4176.89,12.17,92.29,95.24,67.18,155.98,95.17,78.77,218.05
2017/1/20,收盤價(元),29.47,24.67,48.71,79.84,64.24,85.42,23.43,23.4,56.63,15.15,25,13.92,46.32,43.23,7.08,15.11,11.32,20.81,10.05,7.94,15.86,15.14,12.26,50.22,35.83,93.63,10.74,169,44.6,196.76,41.36,242.81,56.74,226.65,66.24,10.91,4269.28,12.13,92.75,94.78,66.91,157.83,95.05,77.58,227.43
2017/1/23,收盤價(元),30.15,24.91,48.89,80.92,65.21,86.13,24.18,23.54,57.18,15.19,25.13,14.01,46.51,43.46,7.11,15.15,11.5,21.03,10.13,8.03,16,15.28,12.35,50.4,36.29,95.44,10.7,172.74,44.32,199.55,42.19,245.91,56.92,227.94,66.86,10.95,4235.24,12.13,92.75,95.24,67.46,160.61,95.74,79.96,228.84
2017/1/24,收盤價(元),29.85,25.19,47.99,81.38,65.21,86.13,24.27,23.59,57,15.15,25.21,14.01,46.41,43.55,7.13,15.11,11.5,20.81,10.05,8.04,16.09,15.28,12.35,50.94,36.02,95.89,10.51,173.2,44.78,198.62,41.1,242.36,57.01,226.65,67.22,10.99,4327.63,12.22,93.21,94.33,67.46,161.07,95.4,80.6,239.15
2017/2/2,收盤價(元),29.77,25.28,47.09,80.29,66.01,84.71,25.02,23.68,56.36,15.15,24.71,13.88,45.96,43,7.07,14.94,11.36,20.81,10.05,8.04,16.13,15.28,12.26,50.94,35.38,93.18,10.47,172.27,45.06,190.25,42.71,238.81,56.74,222.38,68.03,11.42,4424.88,13.15,91.38,92.08,65.1,157.37,95.85,81.25,234.93
2017/2/3,收盤價(元),30.36,25.42,47.36,80.29,66.1,85.16,25.02,23.82,56.91,15.23,24.88,14.01,45.31,42.77,7.09,14.94,11.36,20.72,10.09,7.99,16.13,15.32,12.31,51.76,35.61,93.63,10.56,172.27,43.57,192.58,43.53,236.15,55.93,222.38,68.12,11.21,4366.53,12.92,91.38,92.53,65.28,159.22,95.4,81.06,240.09
2017/2/6,收盤價(元),30.02,25.66,48.26,81.01,66.01,86.05,25.11,23.82,57.09,15.32,25.5,14.05,46.32,44.2,7.15,15.07,11.83,21.07,10.13,8.05,16.27,15.49,12.48,53.31,35.74,95.89,10.6,172.27,43.43,197.23,43.53,233.93,56.02,226.65,68.74,11.25,4381.12,12.87,91.84,94.78,65.64,161.99,96.88,81.98,240.09
2017/2/7,收盤價(元),29.73,25.75,48.71,81.83,66.63,87.2,25.3,23.77,58.37,15.45,25.58,14.18,46.51,44.01,7.13,15.07,11.83,21.16,10.3,8.11,16.41,15.63,12.61,56.22,36.2,94.08,10.65,172.27,43.48,202.81,43.97,236.59,55.57,224.94,69.82,10.99,4356.8,12.55,92.29,94.33,65.46,161.07,97.79,82.35,244.31
2017/2/8,收盤價(元),29.68,25.61,48.35,81.38,66.72,86.67,24.79,23.35,57.55,15.45,25.66,14.14,46.23,43.87,7.12,15.03,11.78,21.07,10.26,8.14,16.27,15.58,12.65,56.22,36.43,93.63,10.6,171.34,42.78,198.62,44.49,233.04,54.77,224.94,70,10.57,4347.08,12.08,91.84,93.88,65.64,161.99,99.73,86.2,245.25
2017/2/9,收盤價(元),30.61,25.94,48.53,81.38,66.81,86.31,25.21,23.54,58.28,15.45,25.04,14.18,46.51,43.74,7.13,15.07,11.83,20.94,10.22,8.2,16.54,15.63,12.65,56.58,36.34,94.08,10.65,171.8,42.92,200.02,46.06,235.26,55.12,230.93,70.71,10.74,4483.23,12.36,91.38,94.78,65.73,161.99,101.32,85.01,242.44
2017/2/10,收盤價(元),32.21,27.02,48.8,83.45,68.5,88.09,25.67,23.87,59.02,15.58,24.8,14.31,46.78,44.29,7.17,15.23,12.01,21.16,10.34,8.28,16.68,15.71,12.7,56.49,36.84,96.79,10.74,173.2,42.68,200.48,46.15,236.59,56.83,232.64,73.93,10.53,4609.65,12.04,92.29,94.78,65.37,161.99,101.55,84.91,249.47
2017/2/13,收盤價(元),32.05,27.02,49.24,83.9,69.29,88.72,25.72,23.87,59.29,15.63,24.71,14.35,46.51,44.24,7.2,15.31,11.97,21.34,10.3,8.31,16.86,15.76,12.7,56.49,37.97,95.89,10.84,175.07,43.94,201.88,46.15,241.03,57.1,228.79,74.29,10.14,4575.62,11.43,92.29,94.78,65.19,161.99,102.46,87.02,251.35
2017/2/14,收盤價(元),31.88,27.02,48.62,83.45,69.03,88.09,25.58,23.96,60.39,15.67,24.47,14.35,47.06,44.56,7.2,15.31,11.97,21.3,10.3,8.28,16.81,15.76,12.74,55.86,37.97,97.24,10.84,175.07,43.52,201.88,45.36,244.58,57.28,230.07,73.58,10.06,4585.34,11.39,92.29,96.14,65.73,162.46,102.58,88.12,247.59
2017/2/15,收盤價(元),32.09,27.35,49.33,87.06,70.09,88.54,25.95,24.52,61.31,15.85,24.22,14.48,46.96,44.84,7.25,15.48,12.06,21.61,10.34,8.32,16.81,15.84,12.87,56.68,38.52,98.14,10.88,176.47,43.52,201.41,45.89,248.58,57.37,232.21,73.84,10.23,4565.89,11.57,92.29,95.69,65.37,162.46,103.6,89.04,252.28
2017/2/16,收盤價(元),31.75,27.4,49.78,84.8,68.67,87.65,25.86,24.14,60.57,16.11,24.8,14.43,47.06,44.97,7.28,15.56,12.06,21.34,10.47,8.33,16.9,15.89,12.87,56.68,38.52,97.69,10.93,176.47,43.57,201.88,46.06,243.25,57.46,229.22,73.13,10.1,4434.6,11.62,92.29,96.14,65.73,161.99,103.72,87.39,250.41
2017/2/17,收盤價(元),31.62,27.31,49.42,84.35,68.32,87.74,25.81,24.14,59.84,16.06,25.04,14.43,46.6,45.16,7.26,15.39,12.06,21.07,10.34,8.34,16.9,15.84,12.83,56.86,38.52,96.34,10.88,176.94,43.29,209.32,44.49,244.14,56.65,227.08,71.7,10.18,4405.43,11.48,92.29,96.14,66.19,160.61,102.58,87.21,244.78
2017/2/18,收盤價(元),31.46,27.31,48.98,84.62,68.05,87.2,25.77,24.14,60.02,16.19,25.08,14.43,46.41,44.93,7.26,15.48,12.06,21.3,10.34,8.34,16.9,15.84,12.87,56.95,38.98,96.79,10.88,176.94,43.34,208.86,44.67,244.58,56.83,228.79,72.14,10.14,4376.25,11.43,92.75,97.04,66.73,162.46,102.46,87.11,242.9
2017/2/20,收盤價(元),30.87,27.87,48.89,84.35,66.81,87.02,25.44,24.19,60.3,16.15,24.96,14.43,46.05,44.93,7.22,15.35,11.97,21.34,10.3,8.32,16.81,15.84,12.78,57.13,38.34,97.24,10.88,177.41,42.5,208.86,44.14,243.7,56.38,226.65,71.61,10.01,4371.39,11.3,92.75,96.59,67,161.07,102.69,87.85,239.15
2017/2/21,收盤價(元),31.25,27.92,48.89,84.17,66.28,87.83,25.63,24.33,60.48,16.15,25.08,14.39,46.32,45.11,7.22,15.31,12.11,21.48,10.39,8.28,16.68,15.84,12.78,58.13,38.25,96.79,10.88,177.41,43.24,209.79,44.14,243.25,55.57,227.51,71.87,10.1,4434.6,11.48,92.29,97.49,66.55,158.29,103.15,87.39,242.44
2017/2/22,收盤價(元),32.21,28.15,49.15,83.45,65.92,87.65,26.05,24.33,60.57,16.11,25,14.43,46.05,44.75,7.24,15.31,12.06,21.56,10.39,8.26,16.68,15.84,12.83,60.04,38.2,98.14,10.7,176,43.15,209.79,44.32,243.7,55.48,229.22,73.22,10.4,4551.3,11.57,92.29,96.59,66.64,159.22,103.15,87.85,242.44
2017/2/23,收盤價(元),32.05,28.39,48.89,83.45,66.28,86.76,25.86,24.33,60.39,15.98,24.84,14.39,45.73,44.56,7.25,15.23,11.87,21.52,10.34,8.19,16.68,15.71,12.7,59.77,38.29,98.14,10.88,176,42.64,208.86,44.32,247.69,57.19,228.36,72.77,10.4,4614.52,11.43,93.21,97.49,67.09,158.75,102.92,85.19,240.56
2017/2/24,收盤價(元),31.75,28.62,48.98,83.54,66.19,86.49,25.67,24.05,59.84,16.02,24.84,14.39,45.63,44.24,7.24,15.27,12.06,21.34,10.34,8.16,16.59,15.89,12.65,59.95,37.97,96.34,11.81,176.47,42.45,208.39,44.84,246.36,57.1,223.66,72.23,10.4,4434.6,11.57,93.21,97.49,67.09,158.29,102.01,84.09,241.03
2017/3/1,收盤價(元),31.79,28.81,50.68,82.1,64.33,84.53,24.93,23.96,58.65,15.93,24.71,14.31,45.5,43.87,7.19,15.27,11.87,21.48,10.22,8.18,16.63,15.89,12.65,60.68,37.43,94.08,11.48,173.67,42.03,209.32,45.19,243.7,56.02,221.09,72.77,10.14,4351.94,11.3,92.75,97.49,67.18,155.98,101.44,85.37,237.28
2017/3/2,收盤價(元),32.17,29.05,50.68,81.56,63.88,84.27,25.02,24.1,59.38,16.02,25.29,14.39,45.68,44.7,7.25,15.03,12.01,21.3,10.3,8.18,16.77,15.93,12.74,61.59,37.7,94.98,11.39,173.67,42.31,207.93,44.06,247.25,57.46,221.95,72.77,10.18,4361.67,11.43,93.21,97.49,67.09,156.9,102.12,84,242.44
2017/3/3,收盤價(元),32.05,29.05,50.5,80.92,62.91,83.73,24.88,23.82,58.92,15.98,25.21,14.35,45.68,44.38,7.25,14.82,11.92,21.16,10.26,8.17,16.72,15.93,12.74,61.22,36.97,94.08,11.25,171.8,43.01,204.21,44.14,247.69,57.37,219.81,73.31,10.14,4342.22,11.34,93.66,97.94,67.09,155.51,101.21,84.09,242.44
2017/3/6,收盤價(元),31.88,28.95,50.86,80.83,63.08,84.44,25.02,23.96,59.11,15.98,25.66,14.39,46.32,44.93,7.27,14.82,11.97,21.39,10.3,8.2,16.77,15.93,12.74,61.04,37.34,96.79,11.21,171.34,43.43,202.81,44.41,245.91,57.37,217.24,72.86,10.27,4376.25,11.34,93.66,97.49,68,155.51,102.46,85.19,243.84
2017/3/7,收盤價(元),32.21,29.14,50.95,82.01,64.24,85.87,25.02,24.14,59.2,15.89,25.7,14.39,46.41,44.93,7.27,14.98,11.92,21.43,10.3,8.2,16.77,15.93,12.78,62.59,37.34,97.24,11.53,173.2,43.48,202.81,44.06,246.8,58.17,215.96,73.4,10.27,4322.77,11.53,93.66,98.4,68.09,155.51,103.15,84.82,245.72
2017/3/8,收盤價(元),32.17,29.1,50.86,81.47,63.7,84.71,25.21,23.91,59.29,15.93,25.78,14.35,47.24,45.71,7.24,15.03,11.92,21.34,10.3,8.18,16.81,15.93,12.74,64.13,37.06,96.34,11.35,174.6,43.48,206.53,44.58,245.47,57.28,220.24,73.49,10.4,4317.9,11.53,94.12,97.94,68,156.44,103.38,84.55,244.31
2017/3/9,收盤價(元),31.62,29,49.96,79.84,62.28,82.49,24.74,23.63,58.65,15.76,25.66,14.31,46.87,45.62,7.2,14.98,11.83,21.16,10.26,8.07,16.81,16.02,12.74,63.41,37.43,93.63,11.21,172.27,43.43,202.81,43.88,246.8,57.19,220.24,72.95,10.31,4361.67,11.34,94.58,97.94,67.27,154.59,101.78,83.81,240.56
2017/3/10,收盤價(元),31.2,28.06,49.15,79.39,61.75,81.86,24.65,23.63,59.57,15.8,25.37,14.31,47.61,45.85,7.22,14.9,11.87,21.3,10.3,8.08,16.9,15.98,12.7,63.59,37.25,93.18,11.21,171.34,41.42,206.53,44.23,247.69,57.63,217.24,73.49,10.14,4381.12,11.2,94.12,98.4,67.55,149.5,102.46,84.36,241.03
2017/3/13,收盤價(元),31.71,28.72,49.15,79.3,61.75,81.86,24.83,23.73,60.02,15.89,25.54,14.35,47.97,46.58,7.27,14.9,11.97,21.21,10.34,8.09,16.99,16.11,12.78,63.04,37.7,93.18,11.3,174.14,41.66,207,44.84,248.58,58.17,220.24,73.58,10.1,4522.13,11.06,94.58,98.85,67.55,149.96,102.58,84.18,240.56
2017/3/14,收盤價(元),31.88,28.72,50.59,80.38,61.84,82.13,25.02,23.77,59.57,15.89,25.78,14.35,47.79,46.76,7.27,15.03,12.34,21.25,10.39,8.1,16.86,16.28,12.78,64.59,37.79,95.89,11.3,173.67,42.12,207.46,45.36,255.24,59.16,218.96,74.11,10.18,4517.27,11.25,94.58,98.85,67.91,152.27,102.58,85.37,256.5
2017/3/15,收盤價(元),32.21,28.39,50.59,80.65,62.02,82.13,25.02,23.87,60.48,15.89,25.66,14.35,47.88,46.95,7.29,14.94,12.2,21.3,10.39,8.09,17.08,16.28,12.83,65.23,37.52,94.53,11.35,174.14,41.52,206.07,45.71,254.35,59.16,218.96,74.02,10.18,4463.78,11.25,94.12,99.3,67.18,151.81,102.69,85.46,249.94
2017/3/16,收盤價(元),32.05,29,51.13,81.83,63.79,84,25.3,24.01,60.66,15.93,25.37,14.48,47.88,46.76,7.33,14.94,12.2,21.39,10.39,8.12,17.13,16.37,12.87,65.86,38.34,96.34,11.48,177.41,42.45,208.86,46.76,255.68,59.34,223.66,75.9,10.31,4536.72,11.39,95.03,98.85,67.91,153.66,103.6,85.19,253.69
2017/3/17,收盤價(元),32.21,28.95,52.11,82.37,63.44,83.82,25.21,24.1,60.85,15.98,25.21,14.52,48.34,46.76,7.35,15.03,12.34,21.56,10.47,8.09,17.26,16.24,12.87,65.5,38.34,95.89,11.48,178.81,43.29,209.79,47.19,254.79,59.34,223.23,76.08,10.31,4629.1,11.39,95.95,99.3,68,156.44,104.17,86.2,264.48
2017/3/20,收盤價(元),32.17,28.95,51.49,82.82,63.7,83.73,25.07,24.1,60.85,16.06,25.54,14.48,48.16,46.85,7.39,14.98,12.24,21.65,10.51,8.18,17.22,16.19,12.83,65.41,37.93,96.34,11.39,178.81,44.04,210.25,46.06,252.13,58.89,221.52,77.07,10.27,4590.2,11.39,96.86,100.65,67.73,155.05,104.06,87.02,273.39
2017/3/21,收盤價(元),32.38,29.19,51.67,83.9,63.88,84.98,25.63,24.14,59.93,16.15,25.13,14.52,48.16,46.4,7.37,15.07,12.24,21.74,10.56,8.18,17.22,16.24,12.87,65.77,37.97,97.24,11.39,182.07,44.18,213.97,45.97,256.57,59.7,223.66,79.04,10.18,4677.73,11.43,96.86,101.1,68.45,156.44,104.29,87.11,276.2
2017/3/22,收盤價(元),31.96,29.28,51.31,83.18,63.53,84.98,25.63,24.01,59.47,16.11,25.13,14.43,48.07,45.94,7.37,15.11,12.15,21.65,10.51,8.18,17.08,16.15,12.87,64.5,37.84,95.89,11.3,180.67,43.99,211.65,47.02,257.9,58.17,219.38,78.59,10.14,4609.65,11.3,95.49,100.65,68,154.59,104.29,87.02,273.85
2017/3/23,收盤價(元),32.05,29,51.67,83.45,63.35,84.18,25.49,23.96,59.11,16.06,25.04,14.43,48.71,46.4,7.4,15.07,12.2,21.56,10.51,8.18,17.17,16.24,12.87,63.59,37.52,95.44,11.48,180.67,44.32,208.39,46.67,258.34,58.62,220.67,78.32,10.23,4619.38,11.3,95.49,100.65,68.18,155.51,104.06,87.21,271.51
2017/3/24,收盤價(元),32.05,28.48,51.76,83.81,63.44,83.64,25.3,23.77,59.29,16.11,25.08,14.39,48.34,46.03,7.37,14.98,12.2,21.52,10.51,8.19,17.17,16.15,12.87,64.13,37.34,95.89,11.35,179.74,45.62,207.46,45.89,258.79,58.62,220.67,77.16,10.14,4658.28,11.11,95.49,101.1,68.18,154.13,103.26,86.01,267.76
2017/3/27,收盤價(元),31.84,28.44,50.86,83.81,64.15,84.44,25.58,23.82,58.74,16.15,24.92,14.43,47.51,45.85,7.4,14.94,12.11,21.48,10.47,8.2,17.04,16.19,12.87,63.68,36.88,95.89,11.35,180.21,44.32,208.39,45.89,263.23,59.16,218.1,78.68,10.18,4663.14,11.11,95.95,102.46,68.18,153.66,103.15,85.56,266.82
2017/3/28,收盤價(元),31.33,28.86,51.22,83.99,64.41,84.09,25.21,23.77,58.19,16.15,24.84,14.48,46.78,45.57,7.44,14.98,11.97,21.52,10.47,8.21,16.86,16.19,13,62.77,38.16,96.34,11.21,181.61,44.5,207.46,45.71,263.67,59.16,214.68,78.59,10.06,4604.79,11.2,95.95,100.65,68.63,153.66,103.94,86.2,262.6
2017/3/29,收盤價(元),31.79,28.25,51.31,83.54,64.41,83.64,25.21,23.73,57.73,16.19,24.75,14.43,46.32,45.48,7.49,14.98,11.97,21.92,10.56,8.22,16.95,16.28,13.13,64.13,38.25,95.89,11.21,178.81,44.41,203.74,45.89,263.67,56.02,212.97,79.48,10.27,4561.03,11.94,95.03,100.65,68,151.81,104.29,86.11,271.98
2017/3/30,收盤價(元),31.08,28.25,51.13,82.64,64.33,82.84,25.07,23.77,57.64,16.19,24.71,14.48,45.82,44.93,7.44,15.03,12.01,22.06,10.73,8.25,16.95,16.28,13.09,64.5,38.07,96.34,11.3,178.81,45.43,203.28,45.71,264.11,55.48,214.68,79.04,10.14,4561.03,11.57,95.03,100.65,68.09,151.35,104.17,85.46,271.51
2017/3/31,收盤價(元),30.61,28.81,51.04,81.65,63.79,84,24.55,23.59,57.46,16.15,24.71,14.43,45.4,44.65,7.44,15.11,11.87,21.88,10.77,8.26,16.95,16.19,13.04,64.5,38.25,95.44,11.3,176.47,45.15,200.02,45.54,266.33,55.3,217.24,80.38,10.1,4648.55,11.62,94.12,100.65,67.55,150.42,103.72,84.82,281.36
2017/4/5,收盤價(元),31.25,29.66,52.2,83.63,63.88,84.53,24.55,24.19,58.28,16.24,24.71,14.52,44.95,44.93,7.48,15.19,12.11,21.83,10.69,8.26,17.04,16.37,13.17,65.59,39.39,97.24,11.35,180.21,44.69,204.67,46.32,272.1,56.47,213.82,81.45,10.1,4687.45,11.71,94.58,102.01,68.18,153.2,111.7,86.01,280.42
2017/4/6,收盤價(元),31.46,29.47,51.76,83.09,63.7,83.47,24.55,23.96,58.1,16.24,24.55,14.43,44.76,44.97,7.39,15.19,12.2,21.56,10.69,8.23,16.95,16.37,13.21,65.86,39.11,95.89,11.3,178.81,45.29,201.88,46.15,265.45,56.02,212.97,80.74,10.27,4473.5,11.67,95.03,102.46,68.36,154.13,110.9,84.36,286.98
2017/4/7,收盤價(元),31.33,29.28,50.41,82.55,63.44,83.29,24.27,23.68,57.27,16.33,24.67,14.39,44.17,44.2,7.43,15.19,12.2,21.39,10.69,8.23,16.81,16.37,13.26,64.5,39.11,97.24,11.25,178.34,44.78,201.41,46.23,265.45,56.02,213.4,79.93,10.36,4570.75,12.08,95.49,102.91,68.63,151.81,109.53,83.45,282.29
2017/4/10,收盤價(元),31.2,29.47,50.23,83.72,63.62,84.36,24.13,24.01,57.64,16.33,24.55,14.43,44.35,44.7,7.37,15.35,12.01,21.7,10.64,8.21,16.81,16.37,13.26,63.68,39.16,99.49,11.25,177.41,44.46,201.88,45.89,262.34,57.01,214.25,79.66,10.65,4488.09,12.82,95.03,102.01,68.63,153.2,109.99,83.91,280.89
2017/4/11,收盤價(元),31.12,28.95,49.6,84.17,63.88,84.09,24.09,23.96,57.18,16.33,24.18,14.39,44.03,44.01,7.3,15.35,11.92,21.52,10.56,8.15,16.86,16.41,13.34,64.04,39.3,98.59,11.25,178.34,44.18,197.23,45.54,256.12,56.56,212.54,78.68,10.53,4395.7,12.41,94.58,102.91,69,152.74,110.44,83.08,280.42
2017/4/12,收盤價(元),31.08,28.86,50.32,83.45,63.44,84.44,23.85,23.96,57.73,16.37,24.05,14.43,43.85,43.97,7.34,15.35,11.97,21.52,10.6,8.16,16.9,16.41,13.26,64.13,38.07,97.69,11.11,178.34,43.52,199.09,45.71,260.12,56.56,210.4,78.41,10.91,4351.94,13.19,94.58,102.01,68.82,155.05,110.9,81.98,279.48
2017/4/13,收盤價(元),30.99,29.38,50.23,84.08,64.24,84.44,24.04,23.54,57.46,16.06,24.01,14.35,43.94,43.97,7.31,15.39,11.92,21.52,10.69,8.08,16.9,16.46,13.34,64.23,38.7,99.94,11.21,178.81,44.74,198.16,45.62,257.9,56.92,211.26,79.3,10.95,4288.73,13.15,94.58,102.46,68.73,153.66,112.27,83.36,280.42
2017/4/14,收盤價(元),30.78,28.81,50.05,83.54,63.88,83.64,23.57,23.4,57.27,15.5,23.85,14.26,43.39,43.55,7.2,15.43,11.73,21.43,10.6,8.03,16.68,16.19,13.13,63.68,37.93,98.14,11.11,176.47,44.36,197.23,45.19,253.9,56.65,211.26,79.12,10.95,4668,13.15,94.58,102.01,68.63,153.2,110.21,82.53,271.98
2017/4/17,收盤價(元),30.78,28.53,50.5,83.63,64.06,83.64,23.25,23.31,56.91,15.5,23.64,14.26,43.34,43.32,7.19,15.39,11.73,21.43,10.47,8.02,16.68,16.11,13.13,63.41,38.43,99.04,11.16,175.07,43.94,196.3,44.84,252.13,57.01,212.11,78.23,11.16,4648.55,13.61,95.49,102.91,69.09,153.2,110.9,81.89,272.45
2017/4/18,收盤價(元),30.74,28.44,50.14,84.35,64.06,83.73,23.34,23.31,56.72,15.28,23.6,14.31,42.65,43,7.19,15.34,11.83,21.48,10.51,8.02,16.86,16.11,13.17,64.95,38.02,98.59,11.21,175.54,44.36,197.69,44.41,254.79,56.29,208.69,79.39,11.08,4648.55,13.7,95.03,102.46,68.82,153.2,110.56,81.8,273.39
2017/4/19,收盤價(元),30.74,27.87,49.33,82.46,63.08,82.84,23.01,22.56,55.99,14.93,22.9,14.18,42.65,42.36,7.13,15.22,11.64,21.34,10.43,7.97,16.59,15.89,13.04,64.59,37.88,96.79,11.07,174.14,43.76,199.09,44.06,258.79,55.93,202.7,77.87,10.65,4590.2,13.47,94.12,99.75,67.91,153.2,109.19,80.24,267.29
2017/4/20,收盤價(元),30.74,27.31,49.42,82.1,63.17,81.86,23.2,22.23,55.62,14.97,23.15,14.14,43.16,42.87,7.18,15.22,11.6,21.43,10.39,7.96,16.54,15.89,12.96,64.13,38.07,95.44,10.97,174.6,43.2,200.02,44.23,255.24,55.48,202.28,76.26,10.57,4595.07,13.05,93.66,99.3,67.91,153.66,109.42,81.52,271.51
2017/4/21,收盤價(元),30.02,27.92,49.96,82.73,63.44,82.66,23.01,22.65,55.72,15.15,23.27,14.18,43.07,43.28,7.13,15.3,11.78,21.56,10.43,7.97,16.63,16.02,13.13,64.13,38.34,95.89,11.02,177.41,43.38,200.02,44.41,261.45,55.57,212.11,78.23,10.61,4740.94,12.96,94.12,100.2,67.82,155.51,109.99,82.53,271.98
2017/4/24,收盤價(元),30.57,28.34,50.14,82.19,63.44,82.75,23.53,22.65,56.27,15.15,23.27,14.18,43.11,43.37,7.18,15.18,11.83,21.48,10.56,8.06,16.63,16.15,13.17,64.32,38.25,95.89,11.02,177.41,42.64,200.02,45.71,260.56,56.83,204.42,78.14,10.44,4760.39,12.64,94.12,99.75,67.46,156.44,110.56,81.61,273.39
2017/4/25,收盤價(元),29.98,28.91,50.68,83,63.88,83.64,23.85,23.12,57.37,15.41,23.93,14.31,43.8,44.47,7.4,15.34,12.01,21.74,10.69,8.13,16.86,16.33,13.21,65.95,39.25,97.24,11.11,179.27,44.04,200.02,45.62,268.11,57.55,206.98,79.57,10.82,4833.33,13.56,94.58,101.1,67.18,158.29,111.58,82.35,285.11
2017/4/26,收盤價(元),30.06,28.77,50.5,83,64.86,81.86,24.04,23.21,56.91,15.37,23.68,14.31,43.11,44.56,7.44,15.34,12.01,21.92,10.64,8.11,16.99,16.41,13.34,69.14,39.2,96.34,11.21,178.34,44.92,198.62,46.32,266.33,55.66,207.84,80.56,10.82,4862.5,13.42,94.12,101.1,66.91,160.14,111.92,82.44,291.2
2017/4/27,收盤價(元),29.77,28.53,50.5,82.28,64.33,81.86,23.81,22.89,57.18,15.28,23.56,14.35,43.34,44.52,7.43,15.26,12.01,21.88,10.64,8.05,16.99,16.19,13.26,70.23,38.84,96.34,11.21,180.21,44.5,201.88,45.8,263.23,55.57,208.26,79.21,10.74,4872.23,13.1,94.12,100.2,67,158.29,112.04,83.81,289.33
