年月日,Data Field,1101 台泥,1102 亞泥,1216 統一,1301 台塑,1303 南亞,1326 台化,1402 遠東新,2002 中鋼,2105 正新,2801 彰銀,2823 中壽,2880 華南金,2881 富邦金,2882 國泰金,2883 開發金,2884 玉山金,2885 元大金,2886 兆豐金,2887 台新金,2890 永豐金,2891 中信金,2892 第一金,5880 合庫金,5871 中租-KY,9904 寶成,6505 台塑化,2303 聯電,2330 台積電,2408 南亞科,2454 聯發科,2301 光寶科,2357 華碩,2382 廣達,2395 研華,4938 和碩,2409 友達,3008 大立光,3481 群創,2412 中華電,3045 台灣大,4904 遠傳,2308 台達電,2317 鴻海,2354 鴻準,2474 可成
2017/6/14,收盤價(元),28.88,24.76,53.37,81.56,64.15,80.62,22.55,22.79,55.26,14.93,24.14,14.56,42.42,43.46,7.39,15.3,11.97,21.92,11.62,8.05,17.54,16.98,13.56,72.23,37.66,95.89,11.25,193.28,48.23,232.58,42.75,249.47,62.39,203.99,82.08,10.27,4565.89,12.64,98.69,102.01,69.27,151.81,116.25,77.3,338.57
2017/6/15,收盤價(元),28.67,24.72,52.65,81.28,64.15,80.17,22.31,22.61,55.26,14.89,24.1,14.56,42.47,43.78,7.39,15.43,12.01,22.06,11.58,8.02,17.54,16.89,13.56,72.5,37.79,95.44,11.3,194.21,48.33,233.51,43.06,249.91,61.76,204.42,82.97,10.53,4565.89,13.01,99.15,101.55,69.18,151.81,116.82,76.2,333.88
2017/6/16,收盤價(元),28.55,24.25,52.56,80.83,63.88,79.99,22.22,22.47,55.26,14.97,24.14,14.56,42.52,43.74,7.37,15.39,11.92,21.97,11.66,7.98,17.49,17.07,13.56,72.69,38.29,95.44,11.3,197.48,48.23,235.37,43.06,248.58,62.65,203.99,82.35,10.7,4599.93,13.15,98.23,102.01,69.45,151.35,119.67,77.58,339.5
2017/6/19,收盤價(元),28.59,24.1,52.47,81.83,64.15,81.51,22.41,22.56,55.72,14.97,24.38,14.56,42.93,44.38,7.44,15.39,12.06,22.14,11.58,7.85,17.63,17.11,13.56,73.05,37.79,97.24,11.35,198.88,50.1,237.7,43.45,252.57,65.7,203.13,85.03,10.61,4702.04,13.24,98.69,102.46,69.81,151.81,124.8,82.25,335.75
2017/6/20,收盤價(元),29.05,24.53,52.56,82.1,64.06,81.6,22.41,22.47,55.53,14.93,24.38,14.52,43.52,44.93,7.46,15.39,12.24,22.23,11.62,7.84,17.67,17.16,13.52,73.96,37.38,98.14,11.39,202.15,49.91,239.56,44.06,254.79,65.43,204.84,88.17,10.65,4711.77,13.33,98.23,102.91,71.08,153.2,130.5,82.44,345.13
2017/6/21,收盤價(元),29.35,24.81,53.1,81.83,64.33,81.86,22.17,22.84,56.08,14.93,24.3,14.52,43.48,44.88,7.45,15.34,12.2,22.19,11.66,7.79,17.54,17.16,13.6,76.78,37.79,99.04,11.48,201.21,50.39,250.72,43.88,253.02,65.25,206.55,86.82,10.87,4702.04,13.89,98.23,103.36,71.17,153.2,128.79,82.07,346.07
2017/6/22,收盤價(元),29.43,24.95,54.27,82.1,64.33,81.95,22.45,22.84,56.82,14.97,24.43,14.6,43.34,45.2,7.49,15.3,12.15,22.19,11.71,7.92,17.63,17.29,13.56,76.42,37.84,99.04,11.48,203.55,50.77,252.12,45.1,253.9,64.36,206.98,87.09,10.82,4755.53,13.93,99.15,103.81,71.63,156.9,128.22,81.98,343.26
2017/6/23,收盤價(元),29.43,24.81,54.36,82.55,64.59,81.95,22.45,22.84,57,14.97,24.26,14.6,43.48,44.93,7.51,15.3,12.15,22.06,11.71,7.89,17.54,17.42,13.56,76.96,37.66,97.69,11.85,202.62,50.48,247,43.97,255.24,64.54,205.27,86.73,10.95,4828.47,14.12,99.15,103.36,71.63,156.44,128.22,82.16,341.38
2017/6/26,收盤價(元),29.52,24.76,54.72,84.17,66.54,83.64,22.78,23.07,58.56,15.19,24.75,14.82,44.4,46.21,7.62,15.47,12.34,22.41,11.83,7.93,17.9,17.68,13.73,77.33,38.38,102.64,12.32,207.44,51.54,250.72,44.67,257.01,65.52,207.41,88.08,11.21,4862.5,14.81,99.6,103.81,71.63,157.37,136.77,84.55,348.88
2017/6/27,收盤價(元),29.31,24.76,54.9,84.17,66.37,84.8,22.83,23.07,58.56,15.15,24.8,14.95,44.4,46.21,7.72,15.55,12.34,22.5,11.83,7.94,17.9,17.86,13.78,79.15,38.75,105.79,12.18,204.06,52.59,251.19,44.23,254.79,64.98,206.98,87.63,11.42,4833.33,14.77,99.6,103.81,70.99,155.51,138.48,87.21,348.88
2017/6/28,收盤價(元),29.6,24.91,55.16,83.36,66.81,84.36,23.06,23.26,58.65,15.15,24.63,14.9,43.89,46.03,7.73,15.47,12.2,22.23,11.75,7.96,17.81,17.68,13.82,79.15,38.7,99.62,13.38,201.17,52.21,245.6,43.45,257.01,64.72,206.98,85.57,11.89,4726.35,14.44,99.15,103.81,70.99,154.13,134.49,85.83,341.85
2017/6/29,收盤價(元),29.6,24.81,54.36,83.36,66.9,84.62,23.11,23.26,59.29,15.15,24.92,15.07,44.35,46.4,7.89,15.55,12.34,22.64,11.79,7.99,17.99,17.86,13.95,78.14,38.7,99.62,13.66,202.62,52.12,248.86,44.06,253.46,65.07,207.84,86.2,11.72,4760.39,14.3,98.69,102.91,70.54,154.59,135.63,85.1,339.5
2017/6/30,收盤價(元),29.68,24.58,54.72,83.63,66.99,84.98,23.11,23.07,59.29,15.23,24.96,15.03,44.44,45.94,7.89,15.55,12.43,22.59,11.79,8.11,18.03,17.81,13.95,77.14,38.34,99.62,13.66,201.17,52.59,242.35,43.53,255.24,64.54,208.14,85.3,11.85,4716.63,14.72,98.69,103.36,70.27,154.13,133.35,84.18,340.91
2017/7/3,收盤價(元),29.9,24.67,54.81,83.81,66.99,85.6,23.43,23.68,59.84,15.23,24.92,14.99,44.82,46.41,7.84,15.59,12.38,22.86,11.88,8.16,18.08,17.86,14.04,78.42,39.39,100.57,13.34,201.65,52.12,248.86,44.14,254.79,64.36,209.1,87.36,12.03,4629.1,15.09,99.6,103.81,71.26,155.56,132.78,84.46,342.32
2017/7/4,收盤價(元),29.9,24.91,54.36,83.9,66.54,85.6,23.2,23.77,59.75,15.23,25.13,14.95,44.97,47.08,7.87,15.59,12.8,22.77,11.83,8.18,18.17,17.81,13.99,77.51,39.39,100.1,13.15,199.72,51.64,245.14,43.97,253.02,63.37,208.14,86.55,11.68,4638.83,14.67,98.69,103.36,71.26,154.13,128.79,83.91,337.16
2017/7/5,收盤價(元),30.02,25.09,54.72,84.71,67.25,85.51,23.48,23.96,59.47,15.32,25.5,15.07,44.97,46.8,7.94,15.63,12.8,22.9,11.88,8.2,18.26,17.86,14.08,77.78,39.07,100.1,13.34,201.17,52.79,246.54,44.49,256.57,64.36,206.2,87.9,11.77,4682.59,14.91,99.6,103.81,71.63,154.6,132.21,84.36,347.01
2017/7/6,收盤價(元),29.9,25.05,54.81,84.71,67.08,85.8,23.39,24.1,59.47,15.15,25.5,14.99,44.87,46.56,7.95,15.51,12.75,22.86,11.88,8.15,18.21,17.86,14.08,77.6,39.59,99.15,13.38,200.2,52.79,244.12,43.53,257.46,64.18,205.24,87.9,11.68,4833.33,14.67,99.15,103.81,71.26,153.65,131.64,83.45,350.76
2017/7/7,收盤價(元),29.68,24.81,54.09,84.26,66.63,85.04,23.15,23.82,59.47,15.1,25.08,14.99,44.78,46.37,7.89,15.47,12.48,22.64,11.88,8.15,18.03,17.77,14.08,77.33,38.97,98.67,13.29,198.76,52.69,241.23,43.36,257.46,64.36,204.27,86.73,11.37,4823.6,14.26,99.15,103.36,70.99,152.69,130.5,83.08,345.13
2017/7/10,收盤價(元),29.52,24.81,53.91,83.18,66.19,84.94,23.15,23.59,59.57,15.15,27.14,14.95,44.44,46.7,8.06,15.51,12.43,22.59,11.83,8.13,18.03,17.68,13.99,77.23,38.55,97.72,13.24,198.76,53.07,238.33,43.45,260.56,64.54,203.79,86.91,11.32,4950.03,14.21,99.15,102.01,69.81,152.69,131.64,83.72,347.01
2017/7/11,收盤價(元),29.64,24.95,54.09,83.9,67.16,85.32,23.2,23.82,60.21,15.23,26.44,14.99,44.68,47.47,8.12,15.59,12.52,22.86,11.96,8.18,18.26,17.68,14.08,76.96,39.16,98.2,13.53,204.55,53.94,245.09,43.62,261.01,65.25,212.97,88.61,11.59,5139.67,14.68,99.6,101.63,70.36,155.08,135.06,86.93,354.51
2017/7/12,收盤價(元),29.47,24.67,54,85.13,68.67,86.55,23.25,23.82,60.21,15.23,26.4,14.95,45.06,47.75,8.06,15.63,12.62,22.77,11.92,8.21,18.35,17.73,14.16,77.69,39.4,98.2,13.63,203.1,54.03,245.57,43.62,261.01,64.98,211.52,87.81,11.46,5280.68,14.72,99.6,101.63,70.02,153.65,135.06,87.57,360.14
2017/7/13,收盤價(元),29.6,24.81,54.09,86.75,68.85,87.4,23.48,23.82,59.66,15.32,26.48,14.95,45.49,47.75,8.08,15.76,12.71,22.77,12.09,8.25,18.67,17.77,14.21,77.51,39.21,98.2,14.25,206.96,54.32,243.16,44.06,256.57,66.24,214.41,88.88,11.15,5188.29,14.21,100.06,102.1,70.02,155.08,136.84,88.34,356.85
2017/7/14,收盤價(元),29.94,24.76,54.18,85.89,68.58,86.36,23.34,23.87,59.47,15.32,26.48,15.07,45.21,47.61,8.25,15.88,12.71,22.73,12.05,8.38,18.71,17.9,14.21,77.33,39.68,98.2,13.96,205.51,54.42,245.57,44.32,257.9,66.15,218.28,88.43,11.1,5027.83,14.07,100.06,101.15,69.83,155.56,136.84,87.86,362.01
2017/7/17,收盤價(元),30.19,25.52,54,86.37,69.03,87.02,23.53,24.05,59.75,15.37,26.53,15.24,45.59,47.23,8.32,15.93,12.56,22.68,12.22,8.35,18.9,18.03,14.38,78.96,40.11,99.15,13.87,205.51,56.24,245.57,45.36,256.57,66.33,217.31,88.17,10.97,5066.73,13.93,100.52,100.68,69.45,156.51,136.84,86.9,362.01
2017/7/18,收盤價(元),30.28,25.05,54.09,86.46,69.88,86.65,23.57,24.1,59.93,15.41,26.57,15.24,45.59,46.89,8.38,15.97,12.47,22.81,12.13,8.32,18.62,18.08,14.42,79.15,40.11,99.15,13.87,206.47,58.83,242.19,45.36,253.46,66.51,216.35,88.25,11.23,5300.13,14.44,100.97,101.63,70.12,155.56,138.61,87.67,359.2
2017/7/19,收盤價(元),30.49,24.95,54.09,87.32,70.25,87.12,23.76,23.96,59.75,15.41,26.73,15.16,45.45,47.23,8.74,16.13,12.66,22.86,12.13,8.32,18.81,18.03,14.34,78.24,39.4,99.15,14.2,206.96,58.16,251.84,45.36,251.69,66.96,218.76,87.81,11.15,5426.56,14.49,100.52,101.15,69.93,156.03,138.61,87.19,353.57
2017/7/20,收盤價(元),30.53,24.91,53.82,87.03,70.63,86.74,23.71,24.05,59.38,15.45,26.73,15.12,45.45,47.08,8.69,16.18,12.61,22.95,12,8.26,18.66,17.99,14.25,77.87,38.88,99.62,14.44,207.92,58.35,249.91,45.71,251.69,66.69,218.76,88.25,10.83,5426.56,13.79,100.06,101.63,70.02,156.99,138.02,87.57,344.19
2017/7/21,收盤價(元),30.44,24.91,53.82,86.84,70.44,85.8,23.66,23.68,58.92,15.41,26.57,15.07,45.11,46.99,8.55,16.18,12.47,22.64,11.96,8.23,18.52,17.99,14.21,78.24,39.02,99.62,14.16,206.47,60.75,246.54,45.62,253.02,68.3,218.76,87.9,10.83,5275.82,13.7,99.05,101.63,70.02,155.56,136.24,87,337.16
2017/7/24,收盤價(元),30.36,24.76,54.36,87.32,70.72,86.55,23.76,23.77,59.38,15.41,26.32,15.12,44.87,46.99,8.52,16.13,12.47,22.95,12.05,8.29,18.43,18.03,14.25,78.14,39.68,99.15,14.2,206.96,62.38,244.61,45.36,250.8,69.47,219.24,88.43,10.79,5334.17,13.75,99.05,102.58,70.5,154.13,137.43,87.19,346.07
2017/7/25,收盤價(元),30.36,24.81,54.09,86.56,70.16,85.61,23.62,23.68,58.9,15.37,26.57,15.16,44.82,46.89,8.61,16.09,12.42,22.9,12.09,8.29,18.28,17.95,14.25,78.05,39.02,98.2,14.3,206.47,61.42,247.02,44.58,249.91,70.99,223.59,88.17,10.88,5446.01,13.89,99.05,101.63,69.55,154.13,138.61,87.76,346.07
2017/7/26,收盤價(元),30.32,24.58,54.27,85.42,70.16,85.04,23.52,23.73,58.61,15.41,26.44,15.16,44.97,46.84,8.59,16.05,12.42,22.77,12.05,8.21,18.33,17.81,14.16,81.69,38.41,98.2,14.78,205.51,60.27,249.91,43.8,249.47,69.11,219.73,88.17,10.75,5343.89,13.56,99.05,101.63,69.36,154.6,136.84,86.9,339.97
2017/7/27,收盤價(元),30.93,25.05,54.27,86.84,71.1,86.74,24.05,23.97,59.67,15.41,26.53,15.2,45.16,47.56,8.64,16.18,12.61,22.86,12.13,8.25,18.52,17.9,14.29,81.98,39.11,100.57,13.68,207.92,61.33,253.77,44.32,250.35,69.38,225.52,88.52,10.88,5368.21,13.93,99.05,102.58,70.02,156.03,139.21,87.76,342.32
2017/7/28,收盤價(元),30.93,25.09,52.38,86.84,71.1,85.98,23.95,23.73,59,15.41,26.36,15.2,44.73,47.13,8.58,16.09,12.42,22.86,12.05,8.25,18.52,17.86,14.16,81.5,38.41,100.1,13.34,205.51,60.85,257.15,44.06,249.47,69.29,217.31,87.72,10.75,5295.27,13.61,98.57,102.1,70.02,154.6,139.21,87.19,333.88
2017/7/31,收盤價(元),30.75,25.14,51.85,85.99,71.57,85.98,23.95,23.92,58.71,15.45,26.32,15.03,44.87,46.99,8.63,16.01,12.42,22.81,12.09,8.26,18.43,17.86,14.25,82.07,38.5,100.57,13.34,206.96,59.89,256.67,42.53,249.47,67.22,220.69,88.25,10.83,5358.48,13.75,97.61,102.58,69.55,153.17,139.21,86.71,325.44
2017/8/1,收盤價(元),30.75,25.38,52.92,86.65,71.57,86.65,23.86,24.26,58.81,15.45,26.44,15.16,44.78,46.8,8.81,16.13,12.37,22.81,12.09,8.29,18.14,17.99,14.29,82.26,38.78,100.1,13.1,204.55,60.47,282.24,42.23,251.24,68.44,224.07,89.22,10.88,5348.76,13.65,97.61,102.58,69.74,153.17,138.02,87,342.32
2017/8/2,收盤價(元),30.84,25.56,52.74,86.37,71.01,86.46,23.86,24.45,58.71,15.67,26.36,15.41,45.06,46.94,8.88,16.18,12.47,22.81,12.22,8.31,18.33,18.16,14.38,82.64,38.69,100.57,13.1,208.4,59.7,289.47,41.97,252.13,70.23,225.04,89.69,10.75,5606.47,13.56,97.61,102.58,69.83,155.56,140.39,88.91,351.7
2017/8/3,收盤價(元),30.67,25.56,53.49,87.22,71.01,86.65,23.66,24.5,58.13,15.58,26.36,15.33,45.21,46.7,8.79,16.13,12.37,22.77,12.18,8.27,18.14,18.16,14.34,82.45,38.45,99.15,12.86,205.99,59.51,280.79,41.36,249.91,70.41,221.66,89.41,10.75,5548.12,13.42,97.61,102.1,70.12,154.13,140.98,90.25,353.1
2017/8/4,收盤價(元),30.58,25.85,53.77,87.7,71.38,87.12,23.66,24.6,58.52,15.71,26.36,15.5,45.3,46.7,8.84,16.3,12.37,23.04,12.26,8.28,18.33,18.44,14.42,81.98,38.6,101.05,13.29,205.51,59.22,279.82,41.79,249.02,71.26,220.69,89.88,10.83,5582.16,13.61,98.09,102.1,69.93,154.6,141.58,89.58,354.04
2017/8/7,收盤價(元),30.75,25.71,53.39,88.27,71.57,87.59,23.81,24.5,59.67,15.76,26.57,15.58,45.78,46.94,8.94,16.38,12.42,23.39,12.26,8.29,18.47,18.44,14.55,83.96,38.55,101.05,13.34,208.4,59.51,278.86,42.27,249.02,71.26,221.17,90.54,10.7,5538.39,13.37,97.61,102.1,69.93,155.08,143.95,93.59,367.64
2017/8/8,收盤價(元),30.84,25.42,53.58,88.46,71.95,87.78,23.71,24.4,58.81,15.76,26.61,15.58,46.12,47.32,8.97,16.3,12.42,23.26,12.26,8.3,18.47,18.34,14.55,83.39,38.41,99.62,13.44,209.85,60.66,276.93,41.79,248.55,71.54,220.21,89.88,10.66,5494.63,13.37,98.09,102.1,69.55,155.08,143.35,94.07,361.07
2017/8/9,收盤價(元),30.54,25.52,53.39,88.08,71.76,87.59,23.66,24.35,58.71,15.63,26.4,15.41,46.02,46.75,8.9,16.54,12.47,22.95,12.22,8.3,18.33,18.2,14.47,82.35,37.89,99.62,13.34,206.96,59.7,274.04,42.05,250.91,71.35,220.21,89.32,10.48,5387.66,13,97.61,102.1,69.93,154.6,139.8,92.16,358.26
2017/8/10,收盤價(元),30.23,25,53.77,87.89,71.01,86.46,23.47,23.97,58.42,15.35,26.24,15.24,45.16,45.98,8.67,16.45,12.37,22.59,11.96,8.19,18.05,18.01,14.29,78.57,38.08,98.2,13.44,206.47,58.07,270.18,40.87,248.55,71.07,215.38,86.87,10.39,5232.06,12.67,97.61,102.58,69.83,152.69,137.43,90.72,350.29
2017/8/11,收盤價(元),29.96,25.19,53.67,87.32,70.44,86.46,23.57,23.97,56.88,15.39,26.11,15.24,45.26,45.98,8.72,16.4,12.42,22.59,12.05,8.19,18.24,17.92,14.34,78.29,37.79,98.67,13.48,205.03,57.68,275.96,40.78,243.82,67.6,215.38,85.17,10.66,5411.97,13.19,97.61,101.63,69.55,152.22,138.02,91.49,348.88
2017/8/14,收盤價(元),30.36,25.23,53.49,87.6,69.78,86.55,23.37,23.92,56.79,15.25,26.03,15.16,44.97,45.89,8.65,16.26,12.32,22.49,11.92,8.18,18.24,17.68,14.21,78.48,37.79,98.67,13.48,203.58,59.41,270.18,40.5,232.48,65.63,212.97,84.32,10.48,5358.48,12.81,97.61,102.1,69.26,151.26,135.06,89.01,349.35
2017/8/15,收盤價(元),30.1,25.42,54.97,87.6,70.16,86.55,23.42,23.97,56.69,15.2,26.53,15.16,45.4,46.03,8.71,16.31,12.32,22.54,11.83,8.16,18.43,17.82,14.21,79.52,37.84,99.62,13.53,206.47,59.6,261.97,40.03,231.54,66.85,215.38,85.55,10.57,5446.01,13.05,98.09,102.1,69.17,153.17,136.84,89.77,346.07
2017/8/16,收盤價(元),30.18,25.42,55.25,86.84,69.22,86.46,23.42,23.78,57.08,15.3,26.77,15.2,44.92,46.13,8.8,16.31,12.37,22.59,11.95,8.18,18.52,17.82,14.36,79.61,38.08,97.72,13.48,205.51,59.6,263.42,41.33,230.59,65.72,211.52,85.36,10.39,5411.97,12.95,98.09,102.1,69.45,153.17,136.24,89.96,346.07
2017/8/17,收盤價(元),30.1,25.66,55.63,88.17,70.16,87.12,23.37,23.82,57.08,15.39,27.27,15.41,45.83,46.61,8.93,16.49,12.51,22.73,12.05,8.18,18.62,18.2,14.59,78.67,37.98,97.72,13.58,206.47,60.27,262.46,41.7,230.12,65.72,215.86,86.77,10.61,5449.84,13.09,98.09,102.58,68.88,154.6,137.43,91.3,354.04
2017/8/18,收盤價(元),30.1,25.61,55.81,88.08,70.53,86.74,23.33,23.82,57.17,15.39,27.23,15.31,45.54,45.89,8.81,16.49,12.37,22.64,11.95,8.17,18.47,18.11,14.5,77.15,37.42,96.78,13.53,205.03,59.51,258.11,41.33,232.01,65.16,214.9,86.68,10.48,5440,12.95,98.09,101.63,68.79,152.69,136.84,90.25,347.94
2017/8/21,收盤價(元),29.96,25.66,55.53,87.79,71.19,86.93,23.28,23.78,57.08,15.3,27.1,15.27,45.26,45.89,8.8,16.45,12.27,22.64,11.95,8.15,18.47,18.11,14.59,77.15,37.46,98.2,13.58,204.06,60.37,262.46,40.91,229.18,65.34,214.41,86.11,10.66,5474.44,13.14,98.09,102.58,68.6,152.69,136.24,90.15,348.41
2017/8/22,收盤價(元),30.1,25.71,56.18,88.27,71.19,87.69,23.37,24.5,56.88,15.39,26.94,15.36,45.3,45.89,8.81,16.49,12.37,22.78,12,8.29,18.52,18.2,14.59,78.67,37.27,97.72,13.72,206.96,59.79,261.01,40.78,228.7,65.72,218.76,87.15,10.92,5513.78,13.51,98.57,101.63,68.4,154.6,136.24,91.11,354.98
2017/8/23,收盤價(元),30.27,25.66,57.11,88.27,71.38,88.35,23.37,24.4,56.79,15.35,26.98,15.36,45.4,45.98,8.79,16.63,12.47,22.68,12.05,8.23,18.57,18.25,14.64,77.44,36.99,96.78,13.63,207.92,59.99,261.49,40.45,230.12,64.87,217.79,87.15,10.75,5587.56,13.33,98.57,102.1,69.07,155.08,136.24,90.72,350.76
2017/8/24,收盤價(元),30.49,25.85,58.6,88.74,71.57,88.63,23.71,24.5,56.88,15.44,27.23,15.5,45.21,45.94,8.82,16.77,12.51,22.73,12.37,8.29,18.52,18.44,14.73,78,37.46,98.67,14.35,209.37,61.42,263.42,40.27,227.76,64.78,221.66,88,10.75,5902.36,13.33,98.57,102.1,69.17,154.6,137.43,91.2,353.57
2017/8/25,收盤價(元),30.62,25.75,59.63,89.12,70.91,88.63,23.57,24.55,57.08,15.44,27.27,15.45,45.45,46.03,8.8,16.86,12.51,22.64,12.32,8.29,18.62,18.39,14.73,78.86,36.99,99.62,14.3,209.85,61.23,259.56,40.22,229.65,64.41,221.66,88.56,10.79,5902.36,13.42,99.05,102.1,69.26,153.65,137.43,90.72,363.42
2017/8/28,收盤價(元),30.58,25.8,58.97,89.69,71.57,89.01,23.47,24.5,57.56,15.53,27.39,15.64,46.16,46.51,8.83,16.95,12.47,22.78,12.37,8.35,18.62,18.49,14.82,79.04,37.37,100.1,14.3,208.4,61.9,261.97,39.94,235.32,65.81,221.17,88.47,10.97,5730.2,13.51,99.53,103.05,69.26,155.08,136.84,90.53,357.79
2017/8/29,收盤價(元),30.49,25.8,59.53,88.93,71.76,89.2,23.33,24.4,57.46,15.53,27.31,15.64,46.07,46.32,8.85,16.9,12.47,22.68,12.28,8.35,18.52,18.44,14.78,77.72,36.9,99.62,14.3,208.4,61.14,257.63,40.5,232.96,64.12,219.24,87.81,10.88,5636.75,13.37,99.53,102.58,69.36,154.13,136.84,90.34,358.26
2017/8/30,收盤價(元),30.54,26.19,59.81,89.22,71.76,89.67,23.42,24.5,58.52,15.49,27.31,15.64,46.16,47.23,8.84,17.13,12.51,22.78,12.37,8.38,18.57,18.49,14.78,77.82,37.18,100.57,14.25,209.85,61.62,259.08,41.29,233.43,64.59,218.28,89.32,10.97,5725.29,13.7,100.01,102.1,69.55,155.56,139.21,91.39,356.85
2017/8/31,收盤價(元),30.62,26.63,59.72,89.12,71.76,89.67,23.28,24.4,58.32,15.49,27.43,15.68,46.4,47.04,8.93,17.04,12.56,22.92,12.37,8.46,18.57,18.58,14.82,77.72,36.94,101.05,14.44,208.89,62.1,261.01,41.38,236.26,64.5,214.9,89.51,11.01,5735.12,13.7,100.48,102.58,69.74,157.94,139.21,91.49,360.14
2017/9/1,收盤價(元),30.45,26.72,59.35,88.93,71.38,89.76,23.28,24.26,57.75,15.58,27.84,15.64,46.16,46.75,8.91,17.04,12.66,22.73,12.37,8.41,18.47,18.82,14.87,77.15,37.56,101.05,15.4,208.89,61.81,262.46,41.61,239.57,64.5,213.45,88.85,11.01,5774.47,13.56,100.01,102.58,69.74,156.51,139.21,91.97,359.67
2017/9/4,收盤價(元),30.27,26.72,59.35,89.69,70.63,89.48,23.37,24.31,58.52,15.53,27.47,15.5,45.88,46.46,8.84,16.95,12.51,22.59,12.23,8.47,18.43,18.63,14.73,77.34,37.6,101.99,15.83,209.85,61.42,261.49,41.24,237.68,64.59,215.86,88.19,10.88,5749.88,13.37,100.48,102.58,69.07,154.13,138.02,91.49,350.76
2017/9/5,收盤價(元),30.1,26.72,59.44,90.45,70.91,90.24,23.62,24.4,58.61,15.53,27.89,15.54,46.02,46.65,8.85,16.9,12.51,22.64,12.32,8.49,18.52,18.68,14.78,78,37.84,102.47,15.83,210.33,60.94,269.69,41.05,237.21,64.59,218.28,87.62,11.15,5838.41,13.51,100.01,102.1,68.88,155.08,138.02,91.68,348.88
2017/9/6,收盤價(元),29.96,26.48,59.44,90.54,70.63,89.86,23.47,24.16,58.23,15.39,27.23,15.41,45.54,46.13,8.84,16.81,12.51,22.49,12.14,8.49,18.38,18.68,14.73,77.15,37.13,101.05,15.4,209.37,60.47,261.97,40.22,232.48,63.84,214.41,87.81,10.88,5799.06,13.28,99.53,102.1,68.5,153.65,136.84,91.49,347.01
2017/9/7,收盤價(元),29.7,26.38,60,90.92,71.1,90.33,23.47,24.26,58.32,15.39,27.51,15.41,45.4,45.98,8.81,16.72,12.47,22.49,12.19,8.49,18.19,18.68,14.68,74.6,37.13,101.52,15.64,209.37,59.79,262.94,40.13,231.54,63.65,213.45,88.94,10.83,5848.25,13.28,100.01,101.63,68.6,153.65,136.84,89.77,339.5
2017/9/8,收盤價(元),29.92,26.58,60.65,92.06,71.1,90.61,23.52,24.31,58.71,15.39,27.56,15.41,45.59,46.46,9.08,16.81,12.61,22.64,12.23,8.48,18.47,18.72,14.78,76.4,37.09,101.52,15.59,210.33,61.9,264.87,40.87,233.43,63.37,215.86,88.94,10.97,5872.84,13.47,100.48,102.1,68.6,155.56,138.61,90.06,337.16
2017/9/11,收盤價(元),29.83,26.48,60.56,91.02,71.1,90.33,23.47,24.4,59.09,15.35,27.27,15.41,45.3,45.89,9.13,16.68,12.66,22.54,12.23,8.5,18.43,18.68,14.73,75.64,37.32,100.57,15.4,209.37,61.62,269.21,40.68,234.37,63.56,214.9,87.43,10.92,5730.2,13.28,100.01,101.63,68.69,153.65,137.43,91.39,337.16
2017/9/12,收盤價(元),29.74,26.43,60.09,90.92,71.1,90.71,23.52,24.4,58.61,15.44,27.06,15.5,45.45,46.27,9.08,16.72,12.75,22.54,12.28,8.5,18.57,18.77,14.78,74.79,37.13,101.52,15.26,211.3,65.26,265.83,41.29,240.99,64.12,214.41,86.49,10.92,5764.63,13.23,100.01,101.63,68.6,155.56,138.61,91.01,330.59
2017/9/13,收盤價(元),29.66,26.24,60.46,90.17,71.1,89.57,23.47,24.16,58.42,15.39,27.35,15.41,45.06,46.27,9,16.72,12.61,22.49,12.19,8.49,18.47,18.68,14.68,74.98,37.18,99.62,15.07,210.33,63.63,265.35,41.15,238.63,66.09,211.52,83.85,11.01,5543.3,13.37,99.53,101.63,68.69,152.69,136.84,89.77,314.18
2017/9/14,收盤價(元),29.61,26.53,60.93,89.79,71.1,88.91,23.47,24.11,58.61,15.39,27.29,15.41,45.06,46.03,8.96,16.68,12.61,22.49,12.14,8.49,18.43,18.58,14.82,74.6,36.94,100.57,15.26,210.82,65.94,276.93,40.91,240.04,65.72,210.07,82.16,11.01,5558.05,13.42,99.53,101.63,68.79,153.17,135.65,90.25,314.67
2017/9/15,收盤價(元),29.7,26.77,61.02,90.54,71.29,88.54,23.52,23.87,58.23,15.53,27.93,15.31,44.78,45.98,9.04,16.77,12.75,22.49,12.28,8.48,18.57,18.53,14.82,74.41,37.23,100.57,14.92,210.82,72.46,281.75,40.41,241.93,64.59,208.62,83.38,11.06,5626.91,13.47,100.01,102.58,68.21,152.22,136.24,91.3,319.98
2017/9/18,收盤價(元),30.14,26.92,61.67,91.11,72.23,89.95,24.19,24.16,58.52,15.58,27.61,15.45,45.06,46.51,9.03,16.81,12.99,22.4,12.37,8.56,18.52,18.63,14.82,73.37,37.42,101.05,15.26,211.78,76.59,282.24,40.96,240.04,65.34,211.52,82.25,11.59,5725.29,14.3,99.53,101.63,68.5,155.56,135.06,90.92,315.15
2017/9/19,收盤價(元),29.83,26.87,60.56,89.98,72.04,88.91,24.19,23.97,58.9,15.49,27.29,15.45,44.92,45.94,8.93,16.77,12.8,22.45,12.23,8.57,18.43,18.53,14.68,72.62,37.51,99.62,15.35,213.71,73.81,282.72,40.5,239.57,67.03,209.1,80.74,11.19,5740.04,13.79,99.53,102.58,68.6,154.6,130.32,88.82,309.83
